rating,review_title,review_content,Sentiment_Score,Sentiment
5,Fabulous!,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .",0.5,Positive
5,Classy product,"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.
Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images.",0.1,Positive
5,Brilliant,Awesome phone with amazing features,0.9,Positive
5,Great product,"Cameras quality is 🤩, all rounder phone",0.8,Positive
5,Super!,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.,0.41666666666666663,Positive
5,Terrific purchase,Camera cinematic next level🔥🔥,0.0,Neutral
5,Excellent,Love it,1.0,Positive
5,Terrific,"Purchase on First day sale in BBD23.
Will share full review after use.
I am shifting from Android to IPhone.",0.0,Neutral
5,Great product,Nice looking phone.,0.8,Positive
5,Wonderful,"My 1st IOS device so far good😊
Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!",1.0,Positive
5,Classy product,"iphone is great
Canera qulity is best
Battery is powerful
All dizine best
Work all best
All over best",0.1,Positive
5,Brilliant,Love IPhone Dream IPhone..💜😍✌️🖤,0.9,Positive
5,Excellent,Looking Awesome ✨✨,1.0,Positive
5,Simply awesome,Best phone but same as Iphone 13. There is no difference in 13 and 14.,1.0,Positive
5,Brilliant,Decent purchase:),0.9,Positive
5,Best in the market!,"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it.",1.0,Positive
5,Great product,"Best in the market.
Camera quality awesome
Battery easily goes for a day
Speakers are really good.",0.8,Positive
5,Classy product,What a phone.,0.1,Positive
4,Delightful,Thanks Flipkart for this all new iPhone without any problem I got it and I'm finally Shifted 5 years later redmi not 5 pro to new. iPhone 14 i really do hard work for this thing Last 8 month Thanks 😊 I'm happy 😁 ❤️,1.0,Positive
5,Classy product,Very smooth and camera is awesome 😍,0.1,Positive
5,Worth every penny,This is my first IOS device and I like it..I gifted this to my younger brother and he loved it. iPhone in-hand feel is damn premium 🙌🏻 also the camera quality is top notch to be honest I bought this phone only for smooth processor and camera quality. Just go for it,0.3,Positive
4,Good choice,Nice,0.7,Positive
4,Good choice,Good,0.7,Positive
5,Classy product,Nice,0.1,Positive
5,Highly recommended,Nice camera,0.16,Positive
5,Excellent,Best camera phone,1.0,Positive
5,Terrific purchase,"Simply superb so far
No complaints as of now
Phone was delivered within one day after order",0.0,Neutral
5,Perfect product!,awesome phone..i switched from android to ios first time and became a big fan of ios. Performance is excellent and display camera everything is awesome❤️❤️.,1.0,Positive
5,Wonderful,"Review after a week

Overall a powerful package for photo, video and gaming. Only thing which could have been better is battery, though it works whole day with low usage , but extensive use it would not go beyond half day.

Camera 4/5
Pictures in full zoom- 3
Sound quality- 5/5
Display- 4.5/5
Performance- 5",1.0,Positive
5,Best in the market!,Awesome camera,1.0,Positive
5,Awesome,Nice one,1.0,Positive
5,Simply awesome,My First iphone experience even though its 60hz refresh rate but feels so smooth and optimized and performance is top notch🔥..if u r looking for an iphone 13..go for i phone 14 trust me u will love it❤️,1.0,Positive
5,Best in the market!,Quality + Performance + Integrity = Apple Inc,1.0,Positive
5,Excellent,Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.,1.0,Positive
5,Simply awesome,Best Phone in market.,1.0,Positive
5,Brilliant,Nice,0.9,Positive
5,Mind-blowing purchase,Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.,0.0,Neutral
5,Simply awesome,Highly recommended best price since launch loud speaker is amazing display is another world nothing to say it's overall quite amazing phone dont think ggo for it,1.0,Positive
5,Classy product,It looks so pretty 🫣❤️,0.1,Positive
4,Really Nice,"4 out of 5
Phone was so handy and superb",0.6,Positive
5,Worth every penny,I'm happy with the phone and the deal I got from the Flipkart.,0.3,Positive
5,Mind-blowing purchase,Best quality,0.0,Neutral
5,Best in the market!,"Best in class in all the aspects. Top notch performance for display, camera and everything.",1.0,Positive
5,Perfect product!,Value for money product if you get the deal around 65 k .,1.0,Positive
5,Mind-blowing purchase,Excellent camera 😍,0.0,Neutral
5,Perfect product!,Very good phone,1.0,Positive
5,Great product,You ever Heard the word Satisfaction...Yesss that is exactly how it feels to have it.,0.8,Positive
5,Great product,"I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.

After receiving this, I have no regression.

Love this.

iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.

The camera is good, sometimes it misses focus.

Performance is the best part of it.",0.8,Positive
5,Classy product,"I switch from x r to 14 great experience
Best display and sound quality and some fabulous changes in camera is also.great",0.1,Positive
5,Just wow!,I just love this phone for the 1st time and the performance is awesome just wow camera quality battery everything is awesome . I prefer anyone who can use this phone . Iphone using it for the 1st time never getting any problem . Just thank you Flipkart for providing me these at low cost as compared to retail shops . Thank you Flipkart and Apple . Just love it .,0.125,Positive
5,Excellent,"Simply awesome. But battery health going like a bullet train, after 50 days of usage battery health showing 98%.",1.0,Positive
5,Worth every penny,"Amazing camera effects, one of the best device for cinematography",0.3,Positive
5,Just wow!,Amazing camera❤️❤️❤️,0.125,Positive
5,Perfect product!,"Amazing device
I switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money",1.0,Positive
5,Just wow!,Amazing camera❤️❤️❤️,0.125,Positive
5,Perfect product!,"Amazing device
I switch to iPhone 14 from iPhone 8. Great camera and power management full day battery backup. Sound quality and display also awesome. Just go for it if you have enough money",1.0,Positive
5,Perfect product!,Good,1.0,Positive
5,Delightful,"Excellent Smartphone, Amazing Picture quality, Good sound quality",1.0,Positive
5,Great product,"Nice camera.
Amazing night mode.
Battery performance good.
Loving it.",0.8,Positive
5,Super!,Camera and battery Quality us best in this segment,0.41666666666666663,Positive
5,Terrific purchase,"I simply love it
🥰🥰🥰🥰🥰
Camera quality 🥰
🔋😍😍
Very happy 😊",0.0,Neutral
5,Classy product,"Very good purchase.i bought it for my wife as a Padwa gift.
but just my views on purchasing this expensive phone- if you are using Iphone very lower version go for it but if you are already in iphone 13 or 11 do not spend money,its not worth.no much change.
but if you have lots of money then go for it.
wife was using iphone 7 hence i purchased this latest one.
now no purchase atleast for 6 years. iphone 7 also used 5 years and believe me it has no issues at all, but the only problem was batte...
READ MORE",0.1,Positive
5,Classy product,"Great phone with great capabilities 🔥
Excellent camera 📸
Processor same as my 13pro
New blue colour is awesome ❤️
I have :- 14pro . 13pro . 12. 12mini . Also new this one iphone 14 . One thing is common in all have , there is no lag till the date.
The one thing I always said it is what it is🔥🔥",0.1,Positive
5,Simply awesome,Very nice,1.0,Positive
5,Must buy!,Nice Cinematic Video and Portrait photography,0.0,Neutral
5,Brilliant,"I using this mobile for 2 days before I using Samsung m30 so..... This iPhone was very handy
Performance a15 bionic with 6 core processor
We can't find the difference day to day life soo...this is awesome next camera camera is top notch I don't how to tell in words this very good camera same as dslr and videos is soo good quality but action mode is take 2.8k resolution and in dimlight is was sooo bad so while you take with action use gimbal ..... And over all the phone very good 👍",0.9,Positive
5,Must buy!,Product is amazing as expected from iphone. Got this recently in a sale with a whopping price of 63k including all discounts. Loving it!!!!,0.0,Neutral
5,Super!,Superb quality,0.41666666666666663,Positive
5,Worth every penny,"Better than iphone 13. Especially that 13 number is considered unlucky. Moreover, better camera, battery, quality. And finally, color purple is very nice
Namaste🙏",0.3,Positive
5,Perfect product!,I love the product. Love the camera.,1.0,Positive
5,Worth every penny,"Amazing camera effects, one of the best device for cinematography",0.3,Positive
5,Mind-blowing purchase,Wonderful ..After16 years using android shifted to iIphone. Feels premium in hands Intelligent function save your time if you know how used IPhone. Sound Cristal clear. Build quality and finishing superb. Got a small island display in left side which indicates running function so wont feel regret of function of Dynamic Island IPhone 15. Overall value for money IPhone 14 and delighted and excited while using.if you are passionate then go for blindly you will not get remorse.,0.0,Neutral
5,Perfect product!,"It's a nice phone, camera is great, gaming is great. Battery is only 3270 mAh, it should have been around 4500-5000 mAh",1.0,Positive
4,Nice product,Thanks for Flipkart,0.6,Positive
4,Good quality product,"Iphone 14 Awesome 😍😍 . Easy to carry i phone . Light weight. And very effective in daily usage. Battery is effective according to daily usage. Pictures, sound output, is always the best.Camera is always amazing ( cinematic video is wow). Colour is awesome 🙂🙂 overall very good 😊😊",0.7,Positive
5,Fabulous!,"First iPhone I'm so excited 🙃
It is wonderful, good battery performance for gamer ✌️",0.5,Positive
4,Pretty good,Very nyc phone,0.475,Positive
5,Must buy!,Superb camera and performance... Battery life is also good.... Great Display and awesome looks... 60hz refresh rate is better than android 90hz... Loved it ❤,0.0,Neutral
5,Must buy!,Great performance,0.0,Neutral
5,Fabulous!,Nice Phone.,0.5,Positive
1,Hated it!,Bad,-1.0,Negative
5,Simply awesome,"I phone 14 camera is so good, I can't believe it. It's like having a professional photographer in my pocket. I can take stunning photos of anything, from my cat to the Eiffel Tower. The colors are vibrant, the details are sharp, and the zoom is amazing. I can even make funny faces with the filters and stickers. I phone 14 camera is the best thing that ever happened to me. It makes me feel like a star.🌟",1.0,Positive
5,Highly recommended,Superb,0.16,Positive
5,Terrific,Best iPhone ever,0.0,Neutral
5,Great product,Nice performance,0.8,Positive
5,Mind-blowing purchase,Best smartphone I can get my hands on till this point of my life.,0.0,Neutral
5,Terrific,Loved it,0.0,Neutral
5,Brilliant,"No two ways , it's a great product, I haven't used iPhone before, this feels real good phone , great battery life , iOS is really better in stability and speed",0.9,Positive
5,Terrific purchase,Good nice trusted i checked everything i was conserned about weather I'll get fooled by delivery and all but it was new i checked everything as people used to say we get refurbished phone no it was good new fresh,0.0,Neutral
5,Worth every penny,Amazing.loved this colour.,0.3,Positive
5,Fabulous!,Best camera,0.5,Positive
5,Terrific,"I am very happy with the purchase , i was confused between blue and yellow but yellow is very bright and refreshing color and look different blue is also nice but after putting back cover we can not differentiate if its is iphone 13 or 14 better go for yellow iphone its very bright and attractive lot of people asked me if i bough new iphone or something thankyou flipkart now comes to the performance battery is good display is very smooth looks very premiums n feels very premium. Go for it",0.0,Neutral
5,Wonderful,"Best phone The iPhone 14 is a great upgrade if you're using an 11 or older iPhone as it provides longer battery life, faster performance, a much better screen, increased durability and cameras as well as safety features",1.0,Positive
5,Terrific purchase,Awesome picture quality,0.0,Neutral
4,Value-for-money,Nice phone but improvement of design,0.0,Neutral
5,Fabulous!,Nyc phone,0.5,Positive
5,Terrific purchase,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.",0.0,Neutral
4,Value-for-money,Best product,0.0,Neutral
5,Mind-blowing purchase,"The iPhone 14 a gorgeous design, full 5G support, great cameras and strong performance. However, you don't get a 120Hz display or telephoto lens.Great work flipkart your agent is really supportive.",0.0,Neutral
4,Wonderful,Have recently moved over from Android to IOS. Felt very happy about it.,1.0,Positive
5,Simply awesome,Good camera quality,1.0,Positive
5,Worth every penny,"Thank you Flipkart, I am very happy with the phone, thank you very much, it is a very good phone.❤️😍☺️",0.3,Positive
5,Excellent,The smoothness of the phone is excellent. Battery is okayish if you switch from android. Camera is one the best.,1.0,Positive
5,Highly recommended,Excellent.,0.16,Positive
5,Wonderful,Great product,1.0,Positive
5,Awesome,Pic quality is good,1.0,Positive
5,Terrific,"I Phine 14 ☺️
Nice Product 👍 , Good Quality 👍 , i am very Happy 😊",0.0,Neutral
5,Must buy!,THE product is genuinely awesome.. and can't stop my etes from looking into the product.. Awesome work by APPLE and good customer support from seller and Flipkart...THANKS FOR THE PRODUCT... GO FOR IT,0.0,Neutral
5,Must buy!,Osm Mobile it is my 1st experience in iPhone 14 series I m satisfied,0.0,Neutral
5,Terrific,Good....,0.0,Neutral
5,Classy product,"Genuine and nice,worthy upgrade considering technical enhancements over IPhone 13(may not be for 13 users),like better sensor and low light performance, extra 2gb ram,5 core Gpu(as in 13 pro) and longer ios support.New ios 16 is stable.Flipkart service is good.",0.1,Positive
3,Bad quality,"After using for 2 weeks, conclusion :
Battery drain very fast. It took 2 time a day for charging
Camera is not good as I thought
Display 60hz is smooth but not great
Apple system is very classy
If you are middle class family member then don't go for it. Android is far better for uses
Don't overhyped",-0.6999999999999998,Negative
3,Fair,Superb performance,0.7,Positive
5,Highly recommended,I am so happy to have first time i phone 14. My experience is outstanding to have this phone.But i wanted to have i phone 18 fortunately i have this now.,0.16,Positive
5,Worth every penny,Awesome.. packed well and safe delivery.,0.3,Positive
5,Terrific purchase,The colour is fantastic ☺️ and performing very well value for money,0.0,Neutral
5,Perfect product!,Excellent,1.0,Positive
5,Classy product,Good,0.1,Positive
4,Mind-blowing purchase,Recommended,0.0,Neutral
4,Worth the money,Very good 👍,0.3,Positive
5,Perfect product!,"Awesome phone.
Not a single problem in it",1.0,Positive
5,Brilliant,Overall a good phone. Speakers are superb.,0.9,Positive
5,Mind-blowing purchase,"Performance - Amazing.
UI exp- amazing...its simple. But sometime annoy.
Battery- around 9hr normal usage(camera use). Pubg game - 6hr apprx.
Display- its good but I do not like to watch movies or tv series in 6.1 size screen. Better go for plus model.
This size is handy.
Gaming - sometime get sticky (due to heating) while playing pubg (HD quality). But overall run smooth. Do not forget to enable gaming mode and and guided acces.

I find this phone suitable for daily purpose. It take less ti...
READ MORE",0.0,Neutral
5,Best in the market!,Best,1.0,Positive
5,Great product,"I had upgraded from XR to 14.. So it’s amazing❤️
But if you are already using 13 means, either upgrade it to 14 pro or don’t buy this.
Ditto as iPhone 13.",0.8,Positive
5,Just wow!,Worth of money.!,0.125,Positive
5,Just wow!,Best,0.125,Positive
3,Does the job,Handy. Premium felling,0.0,Neutral
4,Very Good,Phone is good but battery drains too much,0.9099999999999999,Positive
5,Just wow!,Videos from this are just awesome. Performance top notch as expected from apple.,0.125,Positive
5,Great product,Iphone14=camera+battery +processor with brand,0.8,Positive
5,Excellent,Excellent phone,1.0,Positive
5,Perfect product!,"I got with in a day after I ordered,really happy with the product and service",1.0,Positive
5,Terrific purchase,"Lovely phone.. camera is very good 👍
Awesome product.....",0.0,Neutral
3,Decent product,"The iPhone 14 is a solid choice for those looking for a high-quality smartphone experience. The camera is top-notch, the performance is smooth, and the design is sleek and modern. However, there are a few drawbacks to consider when comparing it to Android phones.

One of the biggest cons of the iPhone 14 is its lack of customization options. Apple has a strict policy on what apps and features can be used on their devices, which can be frustrating for users who want more control over their pho...
READ MORE",0.16666666666666666,Positive
5,Classy product,"Powerful A15 Bionic chip
Long-lasting battery life
Improved cameras
New Cinematic mode for video
Sleek and durable design
Sharp and vibrant display
5G connectivity
iOS 16 with new features and customizations
Available in four colors: Midnight, Starlight, Product Red, and Purple",0.1,Positive
5,Worth every penny,Without doubt my first iphone proved that it is far better than Android phones. Battery may not work more than 15 hours if you have lot of calls and activities. 14 and 14 plus both are excellent since my colleague purchased 14 plus since he need bigger display. You can go for any 14 series according to your requirements.,0.3,Positive
5,Awesome,Great product at this price range i am very happy to get this product,1.0,Positive
5,Simply awesome,"Amazing phone 😍😍
Nice performance
All are good 👍🏻
Nice look and best camera",1.0,Positive
5,Super!,Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,0.41666666666666663,Positive
5,Must buy!,good. Go for it...,0.0,Neutral
5,Best in the market!,Nice product liked it,1.0,Positive
4,Good quality product,Super,0.7,Positive
5,Perfect product!,Tq Flipkart ❣️,1.0,Positive
3,Decent product,Battery performance is too bad . Battery health goes down to 97 in just two months,0.16666666666666666,Positive
5,Wonderful,"Phone is good but some bugs in the phone.
Camera is good
Performance is good
Design is good
Battery performance is ok
Purchased that phone in January and battery perform good when you have low usage and in heavy usage battery draining fast.",1.0,Positive
5,Awesome,Superb phone. Design could have been new but good performance . Purple color looks pretty decent. Light shade.,1.0,Positive
5,Perfect product!,Nice,1.0,Positive
5,Highly recommended,Sera Phone Better Performance Good bill quality,0.16,Positive
5,Worth every penny,Just loving it❣️,0.3,Positive
5,Must buy!,Awesome,0.0,Neutral
5,Simply awesome,Nice product,1.0,Positive
1,Horrible,Really disappointed with display and performance. Lagging in bgmi with graphics settings smooth + extreme. Hardly 50 fps. While lagging gives 25-30 fps which is frustrating for device like this.,-1.0,Negative
5,Perfect product!,"Best phone in this price range..

Camera-5/5
Battery-5/5 easily full day backup
Performance-5/5
Display-5/5
OS-5/5
Everything abt this phone is perfect!!",1.0,Positive
5,Great product,"Powerful processor
Great display
Great camera
Less battery",0.8,Positive
5,Mind-blowing purchase,Yellow Color is awesome in this segment,0.0,Neutral
5,Simply awesome,Switched from Xiaomi 12 Pro that was a heater means heats lot much it is very cool device I also used iPhone 13 but it has little bit more better that iPhone 13 best device,1.0,Positive
5,Just wow!,The phone is simply incredible. Very smooth and camera is awesome.,0.125,Positive
5,Fabulous!,Great product with best seller. I’ve puchased it as a gift for my wife. 😊,0.5,Positive
5,Classy product,Nice,0.1,Positive
5,Just wow!,Awesome phone,0.125,Positive
5,Mind-blowing purchase,Good overall camera. Good specifications. But according to me S23 performs slightly better in terms of photos and portraits.,0.0,Neutral
5,Fabulous!,Nice,0.5,Positive
5,Best in the market!,Super mobile 😘😘,1.0,Positive
4,Nice product,"Overall good experience (4 months review)

Display : 60hz but impressive,

Camera: if lighting condition is good then it can click very good photos but incase of poor lighting not good experience at such price point.

Battery: It can give 5-6 hr of screentime, it can sustain whole day with single charge.but Battery health reduces 1% in my 4 months of usage which is quite shocking for me.

Charging: Charging speed is quite good with 20w charger but at such price point it could be better.

Conc...
READ MORE",0.6,Positive
4,Really Nice,Product good but battery not expect quality,0.6,Positive
4,Value-for-money,Pic quality is improvised.. lighter weight .. grip is better 😎🤓😎 I enjoyed it !!,0.0,Neutral
4,Nice product,"Definitely go for it ,iPhone 14 best front camera ever",0.6,Positive
5,Brilliant,"Everything is well and good. But camera performance in artificial light is not upto the mark. Battery mAH is less, however you can handle it smartly.",0.9,Positive
5,Super!,"I upgraded from iPhone 7 Plus. I experienced a huge improvement in several areas of my daily usage.
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
I recommend you buy iphone 14 instead of iphone 13 for various reasons:
Additional 2 GB RAM
Larger 5G antenna which helps with faster 5G speed
Improved cameras
Crash detection
Satellite connectivity to send emergency messages.",0.41666666666666663,Positive
5,Highly recommended,Value for money,0.16,Positive
5,Worth every penny,Very good 💯,0.3,Positive
4,Good,This phone is good i use phone in 20 days than I realised the phone is very well,0.7,Positive
4,Good quality product,Good 😊,0.7,Positive
5,Super!,I upgraded from iphone 12. Much better than iphone 12. Love it,0.41666666666666663,Positive
5,Excellent,"Now it's a value for money deal.
Iphone 14 is a lot better than 13 in performance.",1.0,Positive
5,Very poor,When I put a charge phone is heating,-0.52,Negative
5,Highly recommended,Great,0.16,Positive
5,Fabulous!,"One of the best brand all features are good
Thanks Flipkart",0.5,Positive
3,Just okay,"Hi, after using this device for 6months these are my experiences.
1.) Light weight device, easy to carry in pocket.
2.) Amazing battery backup.
3.) Apps performance are good.
4.) Sim network coverage is not Upto the mark, even with slight network drop tower goes off. Same SIM card has full network on another device but with this model of iPhone it is not the case.
5.) Always have to switch between flight mode and normal to get the sim network.
6.) Noise cancellation is missing, After paying c...
READ MORE",0.5,Positive
4,Value-for-money,Phone is awesome BUT whats up with the front camera ?! Ip6 X 11 12 13 take better pictures from front camera.,0.0,Neutral
4,Really Nice,Product is good...bt battary is average.,0.6,Positive
5,Excellent,This Product is genuine,1.0,Positive
5,Best in the market!,Happy .....,1.0,Positive
5,Must buy!,"Excellent phone, but honestly camera quality not up to samsung flagship..",0.0,Neutral
5,Fabulous!,Nice,0.5,Positive
5,Worth every penny,Nice product,0.3,Positive
5,Fabulous!,"wow first time shifting from android to ios
n its sooo amazing.. phone excels in everything be it camera to haptics to software experience..
glad i ordered iphone 14 instead of 13 there is noticable camera improvement in low light.
+ 50% more ram makes it future proof",0.5,Positive
5,Fabulous!,"Awesome phone
Camera 10/10
Performance 10/10
Design 10/10",0.5,Positive
5,Super!,"No android can replace the  products what ever it be using s23 and iPhone 14 and iPhone 15 .. no comparison in the performance
Draw back : battery back up of 14 and 15 are very much challenging for me",0.41666666666666663,Positive
5,Mind-blowing purchase,Awesome phone. Best performance and good in-hand feeling. Battery backup is good.,0.0,Neutral
5,Must buy!,Grabbed it in a good price. Nothing much to say the name is enough.Loving it and enjoying the experience.Hope it lasts long,0.0,Neutral
5,Mind-blowing purchase,"Camera 👌
Performance 👌
Battery 👌
In hand feel 👌
Over all design ( just looking like a wow )",0.0,Neutral
5,Best in the market!,"Camera is good, battery is ok ok. Look is very osm, feels good to have it",1.0,Positive
5,Great product,Good,0.8,Positive
5,Just wow!,"Gaming ✅
Camera ✅
Video Quality ✅
Battery Life ❌
Storage ❌",0.125,Positive
5,Terrific,Mind blowing 🤩🤩,0.0,Neutral
5,Excellent,"1.Awesome Display
2.Good Looking
3.Full day battery 🔋 backup
4.Superb Camera

Thanks Flipkart",1.0,Positive
5,Highly recommended,Alll over best but battery performance low😕,0.16,Positive
5,Must buy!,This is my first ios device and I am completely satisfied with the product. But the delivery experience was so bad that the delivery executive handled the situation very carelessly. Device itself feels super awesome and the camera is really outstanding. I feel like i am never turning back to android ever again.,0.0,Neutral
5,Terrific purchase,Nyc product experience is very good 😊,0.0,Neutral
5,Great product,Very good praformence and very nice lovely 😍,0.8,Positive
5,Simply awesome,Marvellous camera and slick design 💜,1.0,Positive
5,Classy product,Awesome product,0.1,Positive
5,Awesome,"iPhone 14 runs super smooth performance wise absolutely Fantastic and very light weight.

Delivery service worst they take 15 days for delivery in city area it depends on you to where from you want to Buy",1.0,Positive
5,Worth every penny,"Nice phone, light weight.",0.3,Positive
5,Highly recommended,Great phone with great features,0.16,Positive
5,Super!,Camera is so good but battery is a not good but good 😊 anyway happy,0.41666666666666663,Positive
5,Must buy!,All good! Works Great!,0.0,Neutral
5,Fabulous!,Best phone,0.5,Positive
5,Excellent,Osm performance,1.0,Positive
5,Brilliant,I love iPhone,0.9,Positive
5,Excellent,Best,1.0,Positive
5,Mind-blowing purchase,Nice good battery backup good camera must buy👍,0.0,Neutral
5,Perfect product!,On of the best mobile phone,1.0,Positive
5,Terrific,Excellent,0.0,Neutral
5,Highly recommended,As usual all the excitement for unboxing an iPhone.. really mesmerizing with look and feel. Camera quality is top notch 👌..,0.16,Positive
5,Just wow!,"Iphone the best in performance as always.

Smooth UI . Great camera.
Great performance",0.125,Positive
5,Perfect product!,Too awesome..........,1.0,Positive
5,Super!,mind blowing performance,0.41666666666666663,Positive
5,Terrific purchase,I am in love with this. Upgraded from one plus. iOS is really wonderful with great features. Blue colour is wonderful. Camera and build quality is superb and stereo speaker are amazing,0.0,Neutral
5,Great product,Super ❤️❣️,0.8,Positive
4,Delightful,Fabulous mobile phone. Fall in ❤😘 with apple. First apple product to use.,1.0,Positive
